Quality	#1 ID	#2 ID	#1 Sentence Length	#2 Sentence Length	#1 Tree Size	#2 Tree Size	#1 Tree Depth	#2 Tree Depth	APTED
1	1106648	1106676	20	14	57	41	10	8	31.0
1	1278202	1278372	22	27	62	72	9	12	44.0
0	2750584	2750617	18	26	52	77	12	12	30.0
1	726966	726945	17	16	46	47	7	11	35.0
1	530989	530791	31	28	91	81	13	14	60.0
1	2733774	2733758	20	24	57	68	12	16	33.0
1	1758040	1758028	28	29	81	82	17	17	24.0
1	2638861	2638982	23	25	60	66	10	10	12.0
1	3424957	3425063	30	26	85	73	13	11	42.0
1	775197	775031	28	23	81	71	11	13	30.0
1	1939247	1939420	24	29	73	86	13	13	27.0
0	2465088	2464870	24	19	67	51	8	7	37.0
1	2209500	2209461	25	21	74	58	16	10	29.0
1	2495223	2495307	18	14	46	36	6	6	16.0
0	1497875	1497840	21	18	60	49	11	8	26.0
0	2939928	2939983	33	25	94	67	15	10	45.0
0	1757157	1756828	24	28	68	81	11	10	34.0
1	424839	424933	18	14	54	41	14	11	28.0
1	941674	941618	18	16	49	44	10	9	18.0
1	1254185	1254350	23	19	67	56	14	13	33.0
1	2198929	2198650	13	13	39	39	10	10	12.0
1	2820268	2820184	22	21	65	57	13	9	47.0
1	469248	469124	32	31	86	83	9	9	32.0
0	3224724	3224642	18	21	49	62	12	14	36.0
1	2141596	2141567	24	17	72	51	15	13	38.0
0	1096232	1096391	13	20	35	54	6	7	25.0
1	55187	54831	23	28	68	77	16	15	32.0
1	3232514	3232502	31	27	82	71	11	11	39.0
1	784095	784495	19	19	56	57	11	13	22.0
0	2561428	2561327	19	24	55	66	10	9	40.0
0	581566	581586	14	15	39	39	7	7	25.0
1	679580	679663	21	21	57	58	10	11	24.0
1	1860195	1860074	30	25	77	66	10	9	41.0
0	758247	758152	28	24	83	71	15	14	19.0
1	2875204	2875289	14	19	37	52	6	8	34.0
0	1700574	1700638	30	21	86	56	12	8	48.0
0	1211445	1211102	23	25	68	72	15	9	54.0
0	2990665	2990721	13	20	36	58	8	10	31.0
1	1467440	1467475	32	23	94	69	14	13	30.0
0	2763381	2763517	30	30	83	84	13	12	57.0
0	173865	173817	34	33	94	85	11	8	47.0
1	1966117	1966021	15	12	39	36	7	9	36.0
1	153219	153202	18	13	54	41	10	13	30.0
0	222569	222647	22	28	60	80	8	11	50.0
1	1317197	1317098	27	33	85	100	17	21	37.0
1	598388	598429	28	27	78	75	8	8	7.0
1	1857283	1857419	21	15	65	43	19	10	35.0
1	1402178	1402015	25	31	70	89	10	9	39.0
1	427232	427141	22	28	61	77	10	11	31.0
1	1990975	1991132	29	28	81	78	12	9	58.0
1	218969	218921	34	30	95	81	12	11	33.0
1	3035805	3035933	19	20	56	60	7	8	16.0
1	2920008	2920256	18	14	56	40	11	10	35.0
1	2204353	2204418	23	32	60	84	11	13	32.0
0	117405	116942	21	17	56	48	8	8	30.0
1	887074	886949	26	21	71	62	12	14	58.0
1	60122	60445	26	23	74	65	15	13	16.0
1	419328	419467	25	21	72	61	10	10	14.0
0	1697711	1697837	19	22	51	63	8	10	26.0
1	895046	895020	15	11	46	32	11	7	19.0
0	3363080	3363246	16	16	43	45	7	8	39.0
0	1785022	1785160	28	31	74	86	10	11	60.0
1	2953368	2953320	18	25	53	68	12	10	29.0
1	2412871	2412758	13	14	37	42	7	8	17.0
1	961836	962243	12	12	37	31	10	5	27.0
1	2192289	2192322	22	23	59	63	12	10	53.0
1	1660835	1660765	16	13	50	38	10	11	26.0
1	1167817	1167737	19	19	57	57	11	12	35.0
0	3140260	3140288	18	16	51	42	8	6	28.0
0	3013559	3013501	29	26	77	69	11	7	34.0
1	1720166	1720115	28	30	83	91	12	14	20.0
1	1901066	1900994	21	21	65	63	9	9	22.0
1	2573262	2573319	29	24	77	64	12	11	15.0
1	358545	358607	21	17	62	51	12	10	32.0
1	424643	424716	30	28	83	76	13	10	22.0
0	1353356	1353174	31	30	87	81	11	11	31.0
1	229248	228887	14	18	41	52	9	11	26.0
1	2181021	2180960	23	24	67	71	16	16	22.0
1	1050857	1050763	29	26	81	73	10	10	58.0
1	1238193	1238167	18	25	47	67	7	11	46.0
0	41192	41211	31	23	86	65	9	11	53.0
1	2042707	2042682	14	15	43	47	10	10	22.0
1	2221460	2221621	22	22	60	58	8	7	18.0
1	2254053	2254016	31	26	86	73	16	16	24.0
1	1012075	1012032	20	18	56	48	11	8	36.0
1	1090099	1090192	18	19	56	54	14	12	34.0
1	1410935	1410955	30	25	83	72	12	11	32.0
0	757161	757320	14	19	39	54	6	9	35.0
1	2109569	2109788	20	30	59	85	12	15	46.0
1	1729705	1729745	22	22	60	61	9	8	37.0
1	2225692	2225652	26	23	70	61	9	8	31.0
0	1787836	1787964	18	19	52	56	11	13	49.0
1	1921888	1921873	31	28	86	83	12	15	29.0
0	2046226	2046137	17	23	49	65	11	10	35.0
0	3041807	3041719	19	20	54	53	10	9	46.0
1	182373	182570	19	22	54	59	11	10	31.0
0	3435718	3435733	23	26	59	66	7	7	21.0
1	1082201	1082171	29	33	82	93	17	13	60.0
1	524455	524526	30	30	84	85	15	15	14.0
1	2082864	2083180	13	11	39	33	10	10	20.0
1	1678989	1678913	26	20	76	60	14	13	19.0
1	2251019	2251007	17	14	53	43	13	10	23.0
1	2738677	2738741	20	17	56	48	9	9	34.0
0	2947200	2947300	23	15	65	45	9	8	31.0
1	549224	549434	26	19	70	57	11	15	52.0
1	3050823	3051282	24	27	71	81	11	13	16.0
1	3275436	3275564	21	22	61	62	13	9	44.0
1	2724082	2724346	25	21	73	62	17	15	19.0
0	1588251	1588119	26	21	68	53	10	7	37.0
0	2497083	2497357	22	20	68	56	11	10	47.0
1	1499622	1499552	22	27	59	74	10	11	56.0
1	912352	912568	32	24	89	69	17	14	40.0
1	1638813	1639087	27	28	77	77	14	13	34.0
0	779810	779840	20	16	56	46	8	8	30.0
1	2594771	2594835	16	16	45	46	7	8	30.0
0	390614	390727	28	22	78	61	8	9	43.0
0	1462228	1462201	23	26	68	75	10	16	43.0
1	1602801	1602232	25	27	71	77	10	10	15.0
1	1605350	1605425	25	23	73	65	11	11	39.0
1	2494149	2494073	29	30	82	89	9	14	52.0
0	333586	333691	34	25	99	73	16	16	35.0
0	927971	927923	28	22	77	64	11	10	53.0
0	2122781	2122817	20	18	57	52	9	8	32.0
1	3416793	3416659	27	28	78	78	10	14	32.0
1	1703383	1703476	31	26	84	70	8	8	27.0
0	1842916	1842855	23	20	64	58	9	8	32.0
0	2333634	2333613	17	14	48	38	9	7	29.0
0	3436564	3436580	23	27	68	82	11	15	32.0
1	2767189	2767088	29	23	90	70	16	11	26.0
1	3023029	3023229	25	30	69	83	12	11	42.0
1	497592	497567	24	18	71	54	10	10	27.0
1	2222013	2222000	19	17	54	49	11	11	30.0
0	142757	142681	28	19	79	56	16	12	31.0
1	556817	556894	28	21	78	56	11	8	39.0
1	2081069	2081132	24	27	65	80	13	16	31.0
1	52697	52210	20	19	61	56	16	13	17.0
1	1821953	1822072	24	34	71	96	15	18	43.0
1	1910298	1910189	17	20	50	57	11	9	38.0
1	1084673	1084603	20	26	52	67	9	10	26.0
1	386392	386453	18	21	55	62	10	12	29.0
1	1125577	1125579	19	16	54	50	11	14	42.0
1	1351550	1351155	13	12	41	38	10	12	16.0
1	1784357	1784427	16	18	49	53	9	10	28.0
1	981185	981234	17	24	48	67	11	15	38.0
0	1343037	1343491	19	14	51	38	8	6	30.0
0	3240212	3240174	30	22	81	59	10	10	28.0
1	2733361	2733225	28	27	74	72	9	9	54.0
1	1924249	1924200	26	30	77	89	16	16	35.0
0	127711	127942	25	31	74	91	14	15	19.0
0	2111629	2111786	12	12	36	33	10	7	29.0
1	655498	655391	32	33	86	89	11	11	8.0
1	1814559	1814485	33	24	98	67	12	11	45.0
0	1319416	1319587	21	23	59	71	8	18	46.0
0	1400051	1399931	16	19	41	54	7	8	43.0
1	2677870	2677957	21	17	60	48	13	10	31.0
1	533823	533909	18	17	50	47	9	10	37.0
1	1141165	1141074	29	29	85	83	15	8	36.0
1	581592	581570	23	27	68	81	12	15	17.0
1	175648	175674	15	14	41	39	9	9	17.0
0	2637529	2637241	19	18	51	48	9	8	40.0
1	129988	130086	23	16	59	42	7	6	36.0
1	1650317	1650169	23	25	64	72	10	11	24.0
0	433768	433845	36	29	99	79	15	10	39.0
0	394030	394435	29	20	85	61	16	13	34.0
0	697069	697045	21	27	66	87	14	22	35.0
0	2079192	2079450	22	17	67	51	16	11	40.0
0	3294289	3294206	26	20	78	61	19	17	25.0
1	3015328	3015421	22	15	62	41	8	6	35.0
0	2677674	2677852	17	13	45	34	6	6	18.0
0	3009646	3009757	12	13	35	39	8	10	36.0
0	3455245	3455323	17	24	49	69	7	12	32.0
1	3175893	3176113	26	21	73	60	10	10	23.0
0	314376	314810	19	13	52	35	7	6	20.0
0	1010655	1010430	14	18	40	53	9	11	38.0
1	1497869	1497957	16	20	44	54	9	7	39.0
0	132072	131680	15	12	45	36	12	10	27.0
1	3047892	3047936	24	25	65	68	11	11	11.0
1	2728250	2728424	16	23	48	65	13	13	21.0
1	1721269	1721439	15	16	40	48	7	10	25.0
0	1927830	1927804	17	12	55	35	11	7	29.0
1	388283	388371	21	21	58	58	8	8	15.0
0	472948	472521	17	20	49	55	8	8	26.0
0	3063387	3063680	27	29	80	84	13	14	63.0
1	1006726	1006791	22	21	59	59	8	12	46.0
1	3388966	3389018	27	27	71	74	7	11	23.0
1	1741621	1742071	25	25	77	75	15	15	27.0
0	3271965	3272067	30	25	77	63	10	8	42.0
1	2241925	2242066	30	24	85	71	11	10	15.0
1	1603953	1603866	14	12	38	34	9	8	14.0
1	2573271	2573289	23	22	67	63	16	11	44.0
1	62712	62605	21	18	61	55	10	13	35.0
0	1515667	1515844	18	18	50	47	11	7	30.0
1	577830	578527	27	22	74	61	13	11	31.0
0	1013629	1013779	19	18	49	47	6	7	21.0
1	1793282	1793115	31	26	96	77	13	15	86.0
0	2661773	2661839	22	23	58	64	9	12	36.0
1	2796978	2797024	23	17	61	47	10	10	15.0
1	1958219	1958344	15	17	42	46	8	7	26.0
1	3349925	3349953	18	14	48	38	7	6	30.0
1	1551928	1551941	33	30	91	82	15	13	19.0
0	774305	774531	21	17	63	49	10	10	29.0
1	1369889	1369743	18	24	53	67	13	13	17.0
0	2413943	2414227	26	23	69	60	8	8	33.0
1	703785	703995	27	32	79	93	15	16	35.0
1	816836	816862	19	19	47	52	7	10	18.0
1	3254507	3254576	15	15	43	44	7	8	19.0
1	2486780	2486826	25	31	76	92	16	19	32.0
0	2410247	2410058	14	13	39	35	7	6	22.0
1	881910	882010	26	31	78	91	14	14	17.0
1	1023571	1023460	23	31	65	87	9	9	32.0
0	709	140	25	27	70	74	9	9	54.0
1	2122033	2121806	29	22	81	63	11	13	69.0
1	1859329	1859352	18	16	56	52	10	12	22.0
1	21117	21294	27	32	78	86	9	10	52.0
0	2565368	2565308	26	21	73	59	14	11	30.0
1	2029879	2029809	26	24	69	66	10	12	28.0
1	2886542	2886524	16	18	43	49	6	8	40.0
1	1570656	1570634	25	24	73	68	13	13	19.0
1	1106299	1106238	32	23	90	63	11	8	40.0
1	1702374	1702510	19	20	54	55	11	9	23.0
1	607862	607926	21	29	63	79	13	10	45.0
0	822527	822661	32	35	82	90	10	9	62.0
1	1742856	1742961	21	28	60	78	10	10	37.0
1	1946070	1946095	15	16	44	45	11	10	33.0
0	1077094	1076865	21	21	58	61	8	8	34.0
0	2098822	2098594	16	18	45	55	7	11	29.0
1	2905740	2905779	25	31	75	92	14	20	38.0
0	2009313	2009334	23	18	68	52	13	10	44.0
1	556729	556771	22	26	64	76	11	11	25.0
1	3009407	3008992	22	25	64	74	12	10	48.0
0	101746	101775	12	17	34	48	8	11	30.0
0	3303186	3303083	16	18	47	54	12	13	23.0
0	139339	139370	32	22	90	64	12	14	54.0
0	1474190	1474666	16	20	45	55	9	9	38.0
0	698721	698773	23	16	64	45	10	8	22.0
1	214550	214034	27	23	69	61	8	10	37.0
1	327839	327748	22	25	62	71	14	13	31.0
1	1369897	1369750	23	23	73	73	21	21	11.0
1	578529	578450	18	16	49	47	7	9	25.0
1	3088719	3088344	22	20	66	60	11	13	30.0
1	637875	637821	26	24	78	73	9	9	8.0
1	1587560	1587910	19	23	58	67	11	10	49.0
1	3224745	3224869	20	24	52	65	7	8	22.0
0	1568530	1568622	11	13	31	39	7	9	22.0
1	1657631	1657617	22	25	64	77	12	17	43.0
1	2330905	2330778	24	24	73	71	18	16	24.0
1	2516995	2517032	31	30	90	85	17	13	51.0
0	2988297	2988555	20	30	57	85	9	14	45.0
1	20860	20886	21	15	59	46	11	12	22.0
1	960865	960919	26	25	74	72	11	10	18.0
1	4544	4728	26	29	69	77	8	8	17.0
1	2217613	2217659	20	19	55	58	9	14	36.0
1	3057898	3057973	14	18	48	59	14	15	21.0
1	2052102	2052009	30	22	88	61	13	8	58.0
1	2025345	2025384	26	27	72	76	12	12	24.0
1	800170	800387	21	29	59	78	10	10	20.0
1	1114071	1114169	22	30	60	85	12	15	29.0
1	126756	126728	22	29	64	83	13	13	27.0
1	2826484	2826474	24	17	70	49	13	10	25.0
1	1311599	1311475	19	22	52	61	11	11	42.0
0	1583605	1583419	18	16	51	45	11	7	51.0
0	1244619	1244520	23	33	67	93	14	13	61.0
1	276585	276121	21	24	64	72	16	14	28.0
0	2932499	2932655	14	12	41	33	9	8	33.0
1	2123408	2123821	21	16	65	47	18	9	53.0
1	2809238	2809225	17	24	49	70	11	15	33.0
1	1642377	1641945	20	18	50	46	6	6	14.0
0	2128530	2128455	12	15	32	40	7	7	23.0
1	2208376	2208198	26	26	69	70	9	8	65.0
0	2954631	2954533	23	23	69	69	12	10	49.0
1	2510105	2510295	24	24	64	63	9	10	39.0
0	2233837	2233648	19	14	55	43	14	13	20.0
0	2060828	2060865	19	15	56	42	12	8	27.0
0	2420461	2420627	15	19	42	49	7	8	30.0
0	1110030	1109897	30	30	87	91	13	16	64.0
0	1053893	1053856	24	21	75	66	15	16	37.0
1	1980654	1980641	26	24	76	70	19	16	15.0
1	409061	408834	33	31	85	82	9	9	28.0
1	2614750	2614861	18	22	52	64	9	13	32.0
0	554880	554867	9	11	26	32	8	7	14.0
0	413070	413025	28	24	87	72	14	14	36.0
0	1818993	1819308	14	11	38	31	6	8	26.0
1	368268	368013	26	20	73	58	12	13	32.0
0	345633	345651	22	18	61	51	10	10	28.0
0	2508905	2508873	13	16	40	47	9	11	37.0
1	957412	957368	33	27	87	75	9	10	45.0
1	67647	67568	25	31	72	90	17	20	22.0
0	758946	758882	19	13	55	37	11	8	25.0
1	401776	401856	28	22	74	62	12	12	33.0
1	1093801	1093505	19	24	60	76	17	15	39.0
0	44128	44110	23	30	70	88	14	12	34.0
1	364285	364510	24	28	69	78	10	10	63.0
0	3428580	3428605	27	24	78	66	12	9	48.0
0	126081	126035	26	20	72	57	10	10	47.0
0	589579	589557	24	27	66	78	12	14	56.0
1	816362	816340	19	22	56	64	9	14	38.0
1	2444625	2444663	30	28	82	77	13	13	14.0
1	1636060	1635946	19	24	56	73	10	14	19.0
0	2728531	2728557	17	18	47	50	8	9	16.0
1	2907521	2907231	30	34	84	93	14	15	12.0
1	2045000	2045542	25	21	70	61	14	14	19.0
1	1128342	1128293	12	15	32	40	6	6	17.0
0	113542	113404	17	19	49	55	9	12	50.0
1	75607	75647	19	15	52	47	7	12	33.0
0	2100801	2100840	21	29	63	88	12	14	25.0
1	2494709	2494434	25	35	72	96	15	15	31.0
1	2331916	2331805	18	17	51	48	9	9	7.0
1	1630585	1630657	20	16	60	48	13	13	17.0
1	1149320	1149378	22	22	61	58	9	7	31.0
1	2566479	2566562	20	19	60	53	13	11	37.0
1	822726	822816	18	17	55	53	11	10	26.0
0	1704503	1704527	20	29	51	78	9	14	35.0
1	1363174	1362840	25	25	67	67	9	9	11.0
0	1741477	1742080	24	26	69	77	11	17	44.0
1	2635090	2635234	24	23	74	69	20	20	29.0
1	885963	886113	22	15	61	44	11	9	37.0
1	1367262	1366598	32	33	92	93	14	17	29.0
1	144649	144855	32	32	91	87	18	14	21.0
1	1311944	1312142	24	22	64	63	9	11	35.0
1	1904549	1904949	22	25	57	66	6	9	42.0
0	447728	447699	32	23	99	69	21	13	45.0
1	816832	816868	12	14	35	44	11	14	22.0
1	2480058	2479942	31	28	92	86	18	19	19.0
0	2594777	2594743	29	30	75	81	9	10	34.0
1	532804	532661	30	29	84	79	10	10	40.0
1	544327	544219	23	19	65	55	10	11	25.0
1	722149	721936	16	13	46	35	10	7	23.0
1	2123788	2123881	24	20	65	57	13	14	27.0
0	968474	968105	27	21	77	56	14	10	34.0
0	2968158	2968212	15	21	47	65	11	16	51.0
1	1959733	1960031	29	30	79	79	16	13	24.0
1	994934	994692	13	17	37	50	8	9	29.0
1	2500633	2500732	22	16	64	45	9	8	24.0
1	2828314	2828036	33	26	94	74	16	13	46.0
1	753887	753925	25	25	72	73	15	15	45.0
1	3320834	3320891	29	29	83	83	13	13	6.0
1	98431	98656	21	25	59	66	8	10	28.0
1	1888279	1887736	30	29	82	80	12	11	23.0
1	3179086	3179247	19	24	51	65	8	10	17.0
0	817767	818075	22	16	62	47	10	10	40.0
1	1606495	1606619	25	26	74	75	18	17	41.0
1	2426433	2426378	23	18	69	54	13	11	39.0
0	41036	41207	19	18	52	50	8	8	31.0
0	1802451	1802621	13	17	37	45	8	8	25.0
1	3049097	3049174	19	18	57	54	10	10	27.0
0	352111	352127	21	29	62	83	11	12	44.0
0	316781	316726	33	28	95	78	11	11	53.0
1	1729777	1729703	31	31	84	85	9	11	59.0
0	659434	659543	23	21	66	57	11	7	23.0
1	1144181	1144125	21	30	66	83	16	11	63.0
1	2009781	2009643	26	27	77	80	16	13	28.0
1	1657933	1657875	26	33	70	91	10	9	56.0
1	1550897	1550977	23	22	65	67	10	16	31.0
1	908371	908485	17	13	45	34	8	6	18.0
0	3391807	3391585	24	24	65	64	10	10	39.0
1	390669	390518	26	29	76	83	11	11	27.0
1	1786751	1786721	13	12	36	35	8	8	24.0
0	2634670	2634777	17	15	49	41	9	9	31.0
1	2396402	2396167	22	17	69	52	17	16	23.0
1	2224083	2223824	27	21	78	63	11	10	18.0
1	3331063	3330996	16	14	43	38	7	7	31.0
0	3356730	3356964	25	20	71	55	13	9	42.0
1	2594785	2594802	28	28	75	77	10	9	38.0
1	2560775	2560832	25	24	69	67	13	12	20.0
0	1738026	1737931	29	20	79	55	12	6	36.0
1	2983733	2983954	15	12	45	38	11	12	22.0
1	3150046	3150090	20	22	54	59	8	8	34.0
0	1166934	1166943	19	15	53	41	10	7	44.0
0	2983756	2983898	13	12	36	32	8	6	19.0
1	1330508	1330636	28	23	82	69	13	18	53.0
1	799342	799270	30	31	85	87	13	11	26.0
1	1257219	1257412	28	25	78	70	10	10	25.0
1	430306	430336	17	18	56	55	19	16	21.0
1	3256259	3256410	24	30	66	82	12	12	21.0
1	1549140	1549120	20	30	55	79	11	8	44.0
1	1267764	1267499	18	17	53	51	9	10	18.0
0	2054395	2054436	30	30	91	89	19	17	66.0
1	622377	622296	37	29	102	81	11	12	55.0
0	3374201	3374248	15	12	40	33	8	9	27.0
0	490376	490490	21	15	60	43	12	9	30.0
1	544218	544326	19	19	61	60	13	13	17.0
0	2464939	2464878	16	21	47	59	9	9	24.0
1	851920	851911	20	19	58	57	10	11	17.0
1	862717	862805	31	32	95	97	21	20	34.0
0	31854	31913	25	31	75	88	11	11	41.0
1	14644	14613	19	19	57	57	9	9	9.0
1	578442	577829	18	21	53	57	9	9	32.0
0	1708654	1708435	19	18	54	49	14	10	53.0
1	1352610	1352741	21	17	58	47	11	9	33.0
0	556727	556769	22	17	64	48	9	8	41.0
0	3301397	3301422	27	27	75	78	9	14	53.0
0	811407	811378	18	21	45	60	7	11	44.0
1	1467373	1467347	24	17	67	51	11	14	39.0
1	1518091	1518014	13	14	39	40	9	7	38.0
0	1151081	1151065	12	12	30	32	5	6	25.0
1	2704026	2704076	33	29	94	83	15	15	13.0
0	58353	58516	15	17	39	47	6	7	38.0
0	219039	218851	13	10	39	30	10	9	28.0
0	503438	503272	27	28	79	77	14	13	58.0
0	3020743	3020794	18	19	56	57	12	9	44.0
1	2769016	2768961	17	14	46	39	7	8	21.0
0	1047814	1048483	22	25	67	76	19	12	47.0
0	2721001	2720703	17	26	52	79	12	16	39.0
1	2496469	2496417	17	22	48	60	11	10	37.0
1	2423623	2423339	15	21	41	60	8	12	37.0
1	3128487	3128434	24	25	72	70	13	14	40.0
0	2748554	2748360	24	29	69	83	10	10	51.0
1	707975	708028	25	23	68	61	12	10	26.0
0	339489	339175	14	12	38	33	7	6	8.0
0	1690902	1690918	26	25	73	67	10	8	42.0
0	1892114	1892189	23	23	63	64	9	11	36.0
1	3249070	3249202	19	21	54	62	11	13	26.0
0	374262	374622	22	29	61	83	11	11	25.0
1	2857105	2857138	31	31	86	86	14	14	17.0
1	2820573	2820684	15	14	43	40	11	8	29.0
0	2608088	2608211	14	19	40	54	9	9	36.0
1	3070940	3070964	26	26	80	77	11	10	12.0
0	3042240	3042279	25	26	71	72	9	9	34.0
1	1390306	1390412	16	22	47	59	11	8	34.0
1	673713	673486	19	21	55	61	11	12	19.0
1	3427259	3427317	19	20	53	63	9	16	43.0
1	3084554	3084612	20	17	58	49	10	8	39.0
0	1990238	1990281	9	12	26	38	6	11	23.0
1	315647	315778	26	20	70	53	8	7	18.0
1	1230161	1230113	20	15	59	43	9	8	37.0
1	1929473	1929176	32	30	83	79	10	8	77.0
1	1737570	1737431	19	15	58	45	16	12	33.0
0	2112991	2113005	29	29	81	85	12	15	40.0
1	2706240	2706190	14	12	39	36	7	9	15.0
1	3428298	3428362	21	19	55	52	7	7	19.0
1	668141	667980	16	16	45	43	9	9	22.0
1	1995509	1995537	27	27	73	72	9	8	28.0
0	1268732	1268445	26	18	69	48	8	7	33.0
1	2523564	2523358	31	25	79	66	8	8	17.0
1	2775381	2775426	30	30	82	83	15	13	42.0
1	2302811	2302908	30	22	86	64	13	10	24.0
0	2562000	2561942	22	28	61	75	10	12	19.0
0	2613347	2613435	18	17	53	47	9	8	43.0
1	2079200	2079131	31	27	87	74	14	11	55.0
1	654098	654044	24	26	67	75	13	13	31.0
1	3261219	3261244	27	32	78	90	11	12	23.0
1	2019822	2020185	26	25	75	70	13	10	13.0
0	2158257	2158016	28	22	77	60	10	8	39.0
1	421947	422075	24	26	66	75	11	11	32.0
0	859210	859163	13	10	34	26	6	6	11.0
1	818091	817811	22	20	64	60	12	13	27.0
1	2396793	2396890	21	22	58	63	9	13	38.0
1	1622561	1622311	24	26	65	73	14	14	17.0
0	125383	125421	18	13	53	38	11	8	24.0
1	577957	577843	34	34	107	108	19	21	15.0
0	2454231	2454058	31	22	89	63	11	11	75.0
1	142709	142846	23	28	69	86	17	17	30.0
0	1906323	1906085	31	22	90	63	13	13	28.0
1	1257760	1257788	13	14	38	39	10	9	25.0
0	392738	392798	24	20	66	59	9	10	46.0
1	3223910	3223849	16	21	42	60	7	10	23.0
0	2841017	2841005	14	17	37	49	6	11	38.0
1	1000821	1000957	32	27	89	76	14	14	48.0
1	1580638	1580663	24	29	68	81	11	12	19.0
0	2306149	2305958	18	26	48	67	6	8	36.0
0	1919740	1919926	33	24	101	73	20	15	29.0
1	3413305	3413321	21	15	59	43	10	10	36.0
0	1657872	1657996	25	17	70	48	8	8	45.0
1	2980753	2980614	29	29	85	86	11	12	32.0
0	137017	136883	24	17	68	50	13	10	51.0
0	1300475	1300604	23	22	65	63	12	15	37.0
1	672171	672222	18	23	53	61	10	8	47.0
1	274160	274343	30	30	89	87	10	13	36.0
1	1809428	1809439	31	28	85	77	10	9	35.0
1	1674771	1674720	24	23	65	60	8	8	52.0
1	2570300	2570358	15	17	43	50	11	13	18.0
1	1528193	1528083	20	22	58	65	9	11	22.0
1	960580	960694	19	17	59	51	19	15	14.0
0	758457	758501	22	18	61	55	9	9	41.0
1	2748287	2748550	27	33	82	96	14	14	19.0
1	667083	666922	26	31	72	85	15	15	19.0
1	264662	264632	34	32	96	90	13	13	13.0
1	2046156	2046137	30	23	84	65	10	10	37.0
1	2854798	2854832	23	21	66	62	10	10	29.0
1	232420	232708	25	24	73	68	15	11	43.0
0	1276799	1276920	19	21	56	58	13	11	42.0
1	2046138	2046157	27	22	80	65	14	14	30.0
0	1822540	1822921	30	21	85	60	14	14	31.0
1	1113463	1113352	28	27	76	77	9	9	19.0
1	1152748	1152795	13	17	37	51	9	11	28.0
1	1987927	1987906	13	12	37	36	9	10	19.0
0	2636610	2636828	25	21	69	57	7	9	46.0
0	2564069	2564090	24	17	69	46	13	8	30.0
1	956277	956502	22	16	61	47	11	9	37.0
1	1570830	1570961	19	21	53	55	12	7	29.0
1	142204	141852	14	17	37	43	6	5	19.0
1	3394891	3394775	30	31	86	88	16	16	25.0
1	3020795	3020597	29	18	80	52	10	10	44.0
1	1640881	1640785	27	25	79	75	10	8	30.0
0	2963943	2963880	14	20	39	55	7	8	38.0
1	2257252	2257160	28	32	77	87	8	10	53.0
0	969672	969295	21	19	55	49	7	7	27.0
0	2494061	2494129	28	26	81	76	10	12	17.0
0	2832331	2832384	19	26	55	75	7	9	26.0
1	3270373	3270399	18	14	52	43	12	13	28.0
1	27707	27662	26	25	73	66	11	9	56.0
1	711058	711195	30	31	77	79	10	10	22.0
0	1690639	1690835	20	30	55	81	9	11	41.0
1	2046157	2046255	22	20	65	61	14	13	31.0
1	1463866	1463765	19	13	54	36	10	6	30.0
0	1865364	1865251	16	21	43	60	7	9	46.0
1	2569220	2569234	31	30	86	86	10	11	19.0
1	2741792	2741869	16	14	45	38	9	7	28.0
1	3137958	3137987	17	21	48	58	8	9	16.0
1	1615721	1615625	14	12	39	31	7	6	30.0
1	2644062	2644100	23	25	65	72	13	14	31.0
0	3273223	3273137	14	13	37	36	7	6	19.0
1	2391429	2391569	16	19	47	53	9	7	39.0
0	3150800	3150832	16	23	44	66	9	13	41.0
0	3207740	3207771	29	29	89	85	11	11	61.0
1	1479614	1479631	20	17	55	47	9	9	14.0
1	2377287	2377246	25	27	71	75	9	9	20.0
0	1674994	1675024	17	18	49	54	9	15	44.0
0	3013181	3013090	17	14	52	43	14	14	22.0
0	2576090	2576067	29	20	85	59	11	10	28.0
1	424702	424628	22	16	63	48	10	8	23.0
0	1087794	1087906	23	22	62	59	7	7	23.0
1	263690	263819	29	20	83	60	11	14	56.0
0	2832301	2832197	19	21	56	60	12	14	40.0
1	283751	283290	18	18	48	47	9	8	29.0
1	2475154	2475032	28	32	80	92	15	15	22.0
1	629327	628977	21	21	64	62	16	15	38.0
0	1962336	1962172	11	9	29	27	6	7	25.0
1	2517014	2516995	32	31	89	90	12	17	55.0
1	2931868	2932271	15	11	42	30	10	7	20.0
1	1777329	1777407	20	23	59	67	13	13	16.0
1	1330643	1330622	30	26	80	71	12	13	19.0
1	2830598	2830310	17	18	47	49	7	7	10.0
1	1850025	1850312	26	30	76	89	15	20	19.0
1	1051289	1050975	18	16	51	47	9	11	40.0
1	3111452	3111428	28	28	81	82	17	15	61.0
1	2950523	2950560	29	32	86	96	18	21	14.0
1	2555597	2555783	28	32	80	91	13	13	26.0
0	1167835	1167651	22	21	63	60	12	10	38.0
1	1637180	1637269	31	26	83	71	13	9	44.0
1	593262	593254	23	24	68	70	10	10	21.0
1	1762550	1762497	22	24	58	62	7	8	32.0
1	571118	571179	20	28	56	78	12	14	34.0
0	1171250	1171385	16	20	46	56	11	8	37.0
1	2650998	2650889	35	28	95	77	14	14	24.0
1	614859	614815	31	30	91	88	20	20	22.0
0	3114193	3114207	14	19	40	56	9	10	32.0
0	2586686	2586305	19	23	52	65	8	11	49.0
